start,duration
2016-09-09,8
2016-09-10,8
2016-09-10,1
2016-09-10,2
2016-09-10,3
2016-09-10,4
2016-09-10,5
2016-09-10,7
2016-09-10,70
2016-09-11,1
2016-09-11,2
2016-09-11,3
2016-09-11,6
2016-09-11,5
2016-09-11,69
2016-09-12,1
2016-09-12,2
2016-09-12,3
2016-09-12,4
2016-09-12,5
2016-09-12,6
2016-09-12,11
2016-09-12,12
2016-09-13,4
2016-09-13,2
2016-09-13,3
2016-09-13,1
2016-09-13,13
2016-09-13,6
2016-09-14,2
2016-09-14,3
2016-09-14,5
2016-09-14,1
2016-09-14,4
2016-09-15,2
2016-09-15,5
2016-09-15,1
2016-09-15,3
2016-09-15,4
2016-09-15,8
2016-09-16,1
2016-09-16,2
2016-09-16,3
2016-09-16,6
2016-09-16,7
2016-09-16,4
2016-09-16,8
2016-09-16,5
2016-09-16,64
2016-09-17,2
2016-09-17,1
2016-09-17,6
2016-09-17,13
2016-09-17,22
2016-09-17,3
2016-09-17,8
2016-09-17,4
2016-09-17,7
2016-09-17,10
2016-09-17,63
2016-09-18,2
2016-09-18,1
2016-09-18,14
2016-09-18,5
2016-09-18,3
2016-09-18,6
2016-09-18,7
2016-09-18,10
2016-09-18,11
2016-09-18,16
2016-09-18,18
2016-09-18,20
2016-09-18,29
2016-09-18,34
2016-09-18,42
2016-09-19,2
2016-09-19,4
2016-09-19,5
2016-09-19,1
2016-09-19,3
2016-09-19,7
2016-09-19,37
2016-09-20,2
2016-09-20,6
2016-09-20,7
2016-09-20,1
2016-09-20,3
2016-09-20,4
2016-09-20,5
2016-09-20,8
2016-09-21,2
2016-09-21,3
2016-09-21,5
2016-09-21,6
2016-09-21,1
2016-09-21,4
2016-09-21,11
2016-09-21,7
2016-09-21,12
2016-09-22,2
2016-09-22,6
2016-09-22,4
2016-09-22,1
2016-09-22,5
2016-09-22,10
2016-09-22,17
2016-09-22,8
2016-09-23,2
2016-09-23,1
2016-09-23,3
2016-09-23,4
2016-09-23,14
2016-09-23,25
2016-09-23,33
2016-09-24,2
2016-09-24,3
2016-09-24,8
2016-09-24,9
2016-09-24,1
2016-09-24,59
2016-09-25,2
2016-09-25,3
2016-09-25,4
2016-09-25,8
2016-09-25,58
2016-09-26,2
2016-09-26,9
2016-09-26,1
2016-09-26,4
2016-09-26,3
2016-09-26,5
2016-09-26,7
2016-09-26,13
2016-09-26,10
2016-09-26,44
2016-09-27,1
2016-09-27,2
2016-09-27,5
2016-09-27,3
2016-09-27,4
2016-09-27,8
2016-09-27,9
2016-09-27,25
2016-09-27,28
2016-09-27,10
2016-09-28,2
2016-09-28,1
2016-09-28,3
2016-09-28,7
2016-09-28,4
2016-09-28,6
2016-09-28,9
2016-09-28,18
2016-09-28,23
2016-09-29,2
2016-09-29,3
2016-09-29,5
2016-09-29,8
2016-09-29,4
2016-09-29,1
2016-09-29,21
2016-09-29,7
2016-09-30,7
2016-09-30,2
2016-09-30,9
2016-09-30,1
2016-09-30,4
2016-09-30,3
2016-09-30,5
2016-09-30,6
2016-09-30,8
2016-09-30,15
2016-10-01,6
2016-10-01,1
2016-10-01,2
2016-10-01,5
2016-10-01,8
2016-10-01,3
2016-10-01,4
2016-10-01,7
2016-10-02,1
2016-10-02,2
2016-10-02,5
2016-10-02,3
2016-10-02,4
2016-10-02,6
2016-10-02,10
2016-10-02,11
2016-10-02,12
2016-10-02,7
2016-10-02,13
2016-10-02,19
2016-10-03,1
2016-10-03,2
2016-10-03,4
2016-10-03,3
2016-10-03,5
2016-10-03,12
2016-10-03,6
2016-10-03,7
2016-10-03,8
2016-10-04,2
2016-10-04,1
2016-10-04,4
2016-10-04,5
2016-10-04,12
2016-10-04,3
2016-10-04,6
2016-10-04,27
2016-10-05,2
2016-10-05,1
2016-10-05,4
2016-10-05,5
2016-10-05,6
2016-10-05,16
2016-10-05,40
2016-10-06,1
2016-10-06,2
2016-10-06,3
2016-10-06,4
2016-10-06,9
2016-10-06,12
2016-10-06,7
2016-10-06,8
2016-10-06,20
2016-10-06,10
2016-10-06,43
2016-10-06,47
2016-10-06,6
2016-10-06,11
2016-10-06,15
2016-10-07,1
2016-10-07,2
2016-10-07,3
2016-10-07,4
2016-10-07,11
2016-10-07,7
2016-10-07,18
2016-10-07,8
2016-10-07,15
2016-10-08,2
2016-10-08,6
2016-10-08,1
2016-10-08,7
2016-10-08,10
2016-10-08,13
2016-10-08,3
2016-10-08,5
2016-10-08,14
2016-10-09,1
2016-10-09,2
2016-10-09,4
2016-10-09,5
2016-10-09,6
2016-10-09,9
2016-10-09,12
2016-10-09,7
2016-10-09,10
2016-10-09,3
2016-10-10,1
2016-10-10,2
2016-10-10,3
2016-10-10,6
2016-10-10,8
2016-10-10,4
2016-10-10,12
2016-10-10,40
2016-10-10,43
2016-10-10,11
2016-10-11,2
2016-10-11,3
2016-10-11,5
2016-10-11,1
2016-10-11,4
2016-10-11,14
2016-10-11,42
2016-10-11,11
2016-10-12,2
2016-10-12,4
2016-10-12,1
2016-10-12,3
2016-10-12,6
2016-10-12,9
2016-10-12,10
2016-10-12,5
2016-10-12,7
2016-10-13,3
2016-10-13,1
2016-10-13,2
2016-10-13,4
2016-10-13,5
2016-10-13,6
2016-10-13,8
2016-10-13,13
2016-10-13,9
2016-10-13,40
2016-10-14,2
2016-10-14,4
2016-10-14,7
2016-10-14,1
2016-10-14,3
2016-10-14,5
2016-10-14,11
2016-10-14,8
2016-10-14,9
2016-10-15,2
2016-10-15,3
2016-10-15,4
2016-10-15,5
2016-10-15,10
2016-10-15,1
2016-10-15,6
2016-10-16,1
2016-10-16,5
2016-10-16,2
2016-10-16,3
2016-10-16,9
2016-10-16,14
2016-10-16,6
2016-10-16,13
2016-10-16,4
2016-10-16,7
2016-10-17,2
2016-10-17,4
2016-10-17,3
2016-10-17,22
2016-10-17,36
2016-10-17,5
2016-10-17,1
2016-10-17,9
2016-10-18,2
2016-10-18,3
2016-10-18,4
2016-10-18,6
2016-10-18,7
2016-10-18,11
2016-10-18,12
2016-10-18,13
2016-10-18,1
2016-10-19,1
2016-10-19,2
2016-10-19,4
2016-10-19,3
2016-10-19,5
2016-10-19,6
2016-10-19,9
2016-10-19,10
2016-10-19,11
2016-10-20,1
2016-10-20,9
2016-10-20,2
2016-10-20,3
2016-10-20,5
2016-10-20,4
2016-10-20,6
2016-10-21,1
2016-10-21,2
2016-10-21,4
2016-10-21,8
2016-10-21,10
2016-10-21,20
2016-10-21,3
2016-10-22,3
2016-10-22,9
2016-10-22,2
2016-10-22,7
2016-10-22,1
2016-10-22,5
2016-10-22,4
2016-10-23,2
2016-10-23,1
2016-10-23,6
2016-10-23,8
2016-10-23,3
2016-10-24,7
2016-10-24,1
2016-10-24,2
2016-10-24,3
2016-10-24,5
2016-10-24,4
2016-10-24,9
2016-10-24,10
2016-10-25,4
2016-10-25,2
2016-10-25,3
2016-10-25,9
2016-10-25,18
2016-10-25,20
2016-10-25,28
2016-10-26,1
2016-10-26,2
2016-10-26,3
2016-10-26,5
2016-10-26,14
2016-10-27,2
2016-10-27,7
2016-10-27,4
2016-10-27,9
2016-10-27,3
2016-10-27,13
2016-10-27,1
2016-10-27,23
2016-10-28,11
2016-10-28,1
2016-10-28,2
2016-10-28,3
2016-10-28,6
2016-10-28,4
2016-10-28,5
2016-10-28,10
2016-10-28,13
2016-10-28,16
2016-10-28,17
2016-10-28,7
2016-10-28,9
2016-10-28,12
2016-10-29,2
2016-10-29,4
2016-10-29,1
2016-10-29,11
2016-10-29,24
2016-10-29,21
2016-10-29,3
2016-10-30,1
2016-10-30,2
2016-10-30,3
2016-10-30,4
2016-10-30,5
2016-10-30,6
2016-10-30,9
2016-10-30,7
2016-10-30,15
2016-10-30,23
2016-10-31,5
2016-10-31,2
2016-10-31,3
2016-10-31,4
2016-10-31,6
2016-10-31,8
2016-10-31,1
2016-10-31,13
2016-10-31,14
2016-10-31,9
2016-11-01,2
2016-11-01,4
2016-11-01,3
2016-11-01,5
2016-11-01,11
2016-11-01,1
2016-11-01,7
2016-11-01,8
2016-11-02,2
2016-11-02,3
2016-11-02,4
2016-11-02,10
2016-11-02,5
2016-11-02,1
2016-11-02,12
2016-11-02,7
2016-11-02,13
2016-11-02,8
2016-11-02,11
2016-11-03,1
2016-11-03,2
2016-11-03,3
2016-11-03,29
2016-11-03,9
2016-11-03,4
2016-11-03,11
2016-11-03,6
2016-11-03,7
2016-11-03,8
2016-11-03,12
2016-11-03,10
2016-11-04,1
2016-11-04,2
2016-11-04,6
2016-11-04,7
2016-11-04,3
2016-11-04,4
2016-11-04,8
2016-11-04,9
2016-11-04,10
2016-11-04,5
2016-11-05,1
2016-11-05,2
2016-11-05,6
2016-11-05,7
2016-11-05,5
2016-11-05,9
2016-11-05,4
2016-11-05,10
2016-11-05,3
2016-11-06,12
2016-11-06,2
2016-11-06,6
2016-11-06,1
2016-11-06,3
2016-11-06,5
2016-11-06,8
2016-11-06,11
2016-11-06,4
2016-11-06,7
2016-11-06,9
2016-11-07,1
2016-11-07,2
2016-11-07,7
2016-11-07,9
2016-11-07,13
2016-11-07,3
2016-11-07,5
2016-11-07,6
2016-11-07,8
2016-11-07,11
2016-11-07,4
2016-11-08,3
2016-11-08,2
2016-11-08,6
2016-11-08,52
2016-11-08,4
2016-11-08,19
2016-11-08,25
2016-11-08,1
2016-11-08,5
2016-11-08,11
2016-11-08,8
2016-11-08,10
2016-11-08,7
2016-11-09,1
2016-11-09,2
2016-11-09,3
2016-11-09,12
2016-11-09,4
2016-11-09,6
2016-11-09,13
2016-11-09,9
2016-11-10,1
2016-11-10,2
2016-11-10,3
2016-11-10,4
2016-11-10,10
2016-11-10,23
2016-11-10,8
2016-11-11,2
2016-11-11,3
2016-11-11,1
2016-11-11,49
2016-11-11,7
2016-11-11,4
2016-11-11,13
2016-11-11,35
2016-11-11,11
2016-11-11,6
2016-11-11,8
2016-11-11,15
2016-11-11,18
2016-11-11,22
2016-11-12,2
2016-11-12,1
2016-11-12,3
2016-11-12,6
2016-11-12,15
2016-11-12,4
2016-11-12,7
2016-11-12,8
2016-11-12,10
2016-11-12,34
2016-11-12,5
2016-11-13,2
2016-11-13,3
2016-11-13,5
2016-11-13,1
2016-11-13,9
2016-11-13,6
2016-11-13,15
2016-11-13,11
2016-11-14,2
2016-11-14,4
2016-11-14,1
2016-11-14,7
2016-11-14,6
2016-11-14,8
2016-11-14,3
2016-11-14,12
2016-11-14,19
2016-11-15,2
2016-11-15,3
2016-11-15,5
2016-11-15,4
2016-11-15,1
2016-11-15,7
2016-11-15,8
2016-11-15,30
2016-11-15,6
2016-11-15,20
2016-11-15,11
2016-11-15,18
2016-11-16,2
2016-11-16,44
2016-11-16,3
2016-11-16,5
2016-11-16,12
2016-11-16,4
2016-11-16,1
2016-11-16,9
2016-11-16,19
2016-11-16,7
2016-11-16,6
2016-11-17,2
2016-11-17,3
2016-11-17,11
2016-11-17,1
2016-11-17,32
2016-11-17,4
2016-11-17,16
2016-11-17,8
2016-11-17,10
2016-11-17,28
2016-11-17,7
2016-11-17,9
2016-11-17,5
2016-11-18,1
2016-11-18,2
2016-11-18,5
2016-11-18,10
2016-11-18,4
2016-11-18,9
2016-11-18,8
2016-11-18,14
2016-11-18,28
2016-11-18,15
2016-11-18,3
2016-11-19,1
2016-11-19,2
2016-11-19,3
2016-11-19,4
2016-11-19,9
2016-11-19,15
2016-11-19,25
2016-11-19,8
2016-11-19,5
2016-11-19,6
2016-11-19,26
2016-11-19,16
2016-11-20,8
2016-11-20,2
2016-11-20,40
2016-11-20,3
2016-11-20,4
2016-11-20,1
2016-11-20,11
2016-11-20,5
2016-11-20,7
2016-11-20,13
2016-11-20,15
2016-11-21,2
2016-11-21,4
2016-11-21,5
2016-11-21,10
2016-11-21,13
2016-11-21,39
2016-11-21,1
2016-11-21,6
2016-11-21,22
2016-11-21,23
2016-11-21,3
2016-11-22,1
2016-11-22,2
2016-11-22,6
2016-11-22,4
2016-11-22,9
2016-11-22,3
2016-11-22,5
2016-11-22,21
2016-11-22,23
2016-11-23,1
2016-11-23,2
2016-11-23,8
2016-11-23,3
2016-11-23,5
2016-11-23,4
2016-11-23,23
2016-11-23,10
2016-11-23,22
2016-11-24,2
2016-11-24,1
2016-11-24,4
2016-11-24,9
2016-11-24,3
2016-11-24,19
2016-11-24,22
2016-11-24,21
2016-11-24,5
2016-11-24,11
2016-11-25,4
2016-11-25,1
2016-11-25,2
2016-11-25,3
2016-11-25,6
2016-11-25,21
2016-11-25,20
2016-11-26,2
2016-11-26,3
2016-11-26,1
2016-11-26,7
2016-11-26,9
2016-11-27,1
2016-11-27,2
2016-11-27,4
2016-11-27,3
2016-11-27,6
2016-11-27,7
2016-11-27,10
2016-11-27,19
2016-11-27,8
2016-11-28,2
2016-11-28,3
2016-11-28,4
2016-11-28,7
2016-11-28,1
2016-11-28,15
2016-11-28,17
2016-11-28,5
2016-11-29,2
2016-11-29,5
2016-11-29,1
2016-11-29,3
2016-11-29,4
2016-11-29,9
2016-11-29,16
2016-11-30,1
2016-11-30,3
2016-11-30,4
2016-11-30,2
2016-11-30,5
2016-11-30,10
2016-12-01,1
2016-12-01,3
2016-12-01,2
2016-12-01,4
2016-12-01,7
2016-12-01,13
2016-12-01,9
2016-12-02,2
2016-12-02,1
2016-12-02,3
2016-12-02,4
2016-12-02,12
2016-12-02,8
2016-12-02,5
2016-12-02,9
2016-12-03,2
2016-12-03,3
2016-12-03,1
2016-12-03,27
2016-12-03,8
2016-12-03,10
2016-12-03,6
2016-12-03,7
2016-12-03,4
2016-12-04,1
2016-12-04,2
2016-12-04,26
2016-12-04,3
2016-12-04,9
2016-12-04,4
2016-12-04,8
2016-12-04,6
2016-12-05,1
2016-12-05,2
2016-12-05,4
2016-12-05,5
2016-12-05,3
2016-12-05,7
2016-12-05,8
2016-12-06,2
2016-12-06,8
2016-12-06,9
2016-12-06,3
2016-12-06,4
2016-12-06,1
2016-12-06,5
2016-12-07,2
2016-12-07,5
2016-12-07,6
2016-12-07,9
2016-12-07,3
2016-12-07,4
2016-12-08,2
2016-12-08,1
2016-12-08,5
2016-12-08,6
2016-12-08,8
2016-12-08,3
2016-12-08,4
2016-12-08,7
2016-12-08,9
2016-12-09,1
2016-12-09,2
2016-12-09,3
2016-12-09,4
2016-12-09,8
2016-12-09,10
2016-12-09,6
2016-12-09,5
2016-12-10,4
2016-12-10,10
2016-12-10,17
2016-12-10,1
2016-12-10,2
2016-12-10,3
2016-12-10,6
2016-12-10,7
2016-12-10,8
2016-12-10,5
2016-12-10,13
2016-12-10,15
2016-12-11,1
2016-12-11,2
2016-12-11,3
2016-12-11,16
2016-12-11,8
2016-12-11,10
2016-12-11,19
2016-12-11,6
2016-12-11,7
2016-12-11,5
2016-12-11,12
2016-12-11,4
2016-12-11,13
2016-12-11,14
2016-12-12,1
2016-12-12,2
2016-12-12,5
2016-12-12,6
2016-12-12,15
2016-12-12,3
2016-12-12,4
2016-12-12,11
2016-12-12,13
2016-12-13,14
2016-12-13,1
2016-12-13,2
2016-12-13,3
2016-12-13,4
2016-12-13,6
2016-12-13,17
2016-12-13,5
2016-12-13,10
2016-12-13,12
2016-12-13,7
2016-12-14,2
2016-12-14,13
2016-12-14,1
2016-12-14,4
2016-12-14,3
2016-12-14,17
2016-12-14,9
2016-12-14,5
2016-12-14,8
2016-12-14,7
2016-12-14,11
2016-12-14,6
2016-12-15,1
2016-12-15,2
2016-12-15,4
2016-12-15,3
2016-12-15,10
2016-12-15,19
2016-12-15,6
2016-12-15,8
2016-12-15,7
2016-12-16,1
2016-12-16,2
2016-12-16,11
2016-12-16,7
2016-12-16,56
2016-12-16,4
2016-12-16,3
2016-12-16,5
2016-12-16,9
2016-12-17,1
2016-12-17,2
2016-12-17,3
2016-12-17,10
2016-12-17,13
2016-12-17,4
2016-12-17,55
2016-12-17,5
2016-12-17,6
2016-12-17,15
2016-12-17,8
2016-12-18,1
2016-12-18,2
2016-12-18,4
2016-12-18,9
2016-12-18,3
2016-12-18,18
2016-12-18,5
2016-12-18,14
2016-12-18,15
2016-12-18,7
2016-12-19,2
2016-12-19,8
2016-12-19,3
2016-12-19,7
2016-12-19,11
2016-12-19,1
2016-12-19,4
2016-12-19,5
2016-12-19,16
2016-12-19,19
2016-12-19,14
2016-12-19,6
2016-12-20,1
2016-12-20,2
2016-12-20,3
2016-12-20,10
2016-12-20,12
2016-12-20,5
2016-12-20,6
2016-12-20,4
2016-12-20,8
2016-12-21,2
2016-12-21,11
2016-12-21,6
2016-12-21,1
2016-12-21,3
2016-12-21,4
2016-12-21,5
2016-12-21,13
2016-12-22,1
2016-12-22,2
2016-12-22,3
2016-12-22,10
2016-12-22,5
2016-12-22,4
2016-12-22,9
2016-12-22,32
2016-12-22,14
2016-12-22,15
2016-12-22,26
2016-12-22,16
2016-12-22,11
2016-12-22,8
2016-12-22,12
2016-12-22,7
2016-12-23,7
2016-12-23,1
2016-12-23,2
2016-12-23,6
2016-12-23,3
2016-12-23,4
2016-12-23,5
2016-12-23,8
2016-12-23,13
2016-12-23,15
2016-12-23,9
2016-12-23,10
2016-12-24,1
2016-12-24,2
2016-12-24,8
2016-12-24,10
2016-12-24,48
2016-12-24,4
2016-12-24,6
2016-12-24,5
2016-12-24,9
2016-12-24,3
2016-12-24,7
2016-12-24,13
2016-12-24,15
2016-12-24,32
2016-12-25,1
2016-12-25,2
2016-12-25,7
2016-12-25,8
2016-12-25,3
2016-12-25,4
2016-12-25,9
2016-12-25,5
2016-12-26,2
2016-12-26,1
2016-12-26,3
2016-12-26,11
2016-12-26,19
2016-12-26,4
2016-12-26,17
2016-12-26,6
2016-12-26,12
2016-12-26,7
2016-12-26,8
2016-12-26,13
2016-12-26,5
2016-12-26,30
2016-12-27,4
2016-12-27,18
2016-12-27,1
2016-12-27,2
2016-12-27,7
2016-12-27,15
2016-12-27,5
2016-12-27,3
2016-12-28,2
2016-12-28,3
2016-12-28,1
2016-12-28,12
2016-12-28,4
2016-12-28,6
2016-12-29,3
2016-12-29,2
2016-12-29,6
2016-12-29,11
2016-12-29,9
2016-12-29,1
2016-12-29,12
2016-12-29,22
2016-12-29,23
2016-12-29,29
2016-12-29,62
2016-12-29,4
2016-12-29,8
2016-12-29,5
2016-12-30,1
2016-12-30,2
2016-12-30,4
2016-12-30,10
2016-12-30,15
2016-12-30,104
2016-12-30,5
2016-12-30,9
2016-12-30,17
2016-12-30,44
2016-12-30,46
2016-12-30,53
2016-12-30,57
2016-12-30,84
2016-12-30,8
2016-12-30,3
2016-12-30,14
2016-12-30,25
2016-12-30,42
2016-12-30,7
2016-12-30,6
2016-12-30,26
